team_id,team,conference,games,wins,losses,win_pct,avg_margin,ppg_for,ppg_against,pyth_win_pct,luck_overperformance,close_share_5,close_win_pct_5,close_games_5,close_wins_5,close_losses_5,adj_em
261,Vermont Catamounts,America East Conference,27.0,17.0,10.0,0.6296296296296297,5.333333333333333,75.18518518518519,69.85185185185185,0.6997573186233439,-0.07012768899371424,0.2962962962962963,0.5,8.0,4.0,4.0,5.333333333333333
2440,Nevada Wolf Pack,Mountain West Conference,25.0,17.0,8.0,0.68,5.0,76.16,71.16,0.6858769754335957,-0.005876975433595666,0.28,0.5714285714285714,7.0,4.0,3.0,5.0
2634,Tennessee State Tigers,Ohio Valley Conference,26.0,17.0,9.0,0.6538461538461539,4.6923076923076925,80.8076923076923,76.11538461538461,0.6655107802406617,-0.011664626394507827,0.2692307692307692,0.7142857142857143,7.0,5.0,2.0,4.6923076923076925
259,Virginia Tech Hokies,Atlantic Coast Conference,26.0,17.0,9.0,0.6538461538461539,4.423076923076923,79.15384615384616,74.73076923076923,0.6595449159338196,-0.005698762087665732,0.3076923076923077,0.625,8.0,5.0,3.0,4.423076923076923
2116,UCF Knights,Big 12 Conference,24.0,17.0,7.0,0.7083333333333334,4.083333333333333,81.75,77.66666666666667,0.6431944000936651,0.06513893323966824,0.20833333333333334,1.0,5.0,5.0,0.0,4.083333333333333
2747,Wofford Terriers,Southern Conference,27.0,17.0,10.0,0.6296296296296297,2.1481481481481484,79.14814814814815,77.0,0.5784548543966483,0.05117477523298131,0.1111111111111111,1.0,3.0,3.0,0.0,2.1481481481481484
232,Charleston Cougars,Coastal Athletic Association,27.0,17.0,10.0,0.6296296296296297,1.8148148148148149,75.74074074074075,73.92592592592592,0.5692777578876967,0.060351871741932905,0.3333333333333333,0.8888888888888888,9.0,8.0,1.0,1.8148148148148149
112358,Long Island University Sharks,Northeast Conference,26.0,17.0,9.0,0.6538461538461539,1.4230769230769231,72.8076923076923,71.38461538461539,0.5565078648752725,0.09733828897088137,0.38461538461538464,0.7,10.0,7.0,3.0,1.4230769230769231
189,Bowling Green Falcons,Mid-American Conference,26.0,16.0,10.0,0.6153846153846154,12.153846153846153,82.34615384615384,70.1923076923077,0.8625306569070683,-0.2471460415224529,0.23076923076923078,0.3333333333333333,6.0,2.0,4.0,12.153846153846153
251,Texas Longhorns,Southeastern Conference,25.0,16.0,9.0,0.64,10.84,85.2,74.36,0.8270635880713607,-0.1870635880713607,0.24,0.3333333333333333,6.0,2.0,4.0,10.84
194,Ohio State Buckeyes,Big Ten Conference,25.0,16.0,9.0,0.64,7.4,80.96,73.56,0.7506943204717438,-0.11069432047174377,0.28,0.42857142857142855,7.0,3.0,4.0,7.4
2724,Wichita State Shockers,American Conference,26.0,16.0,10.0,0.6153846153846154,7.076923076923077,77.11538461538461,70.03846153846153,0.7515637924974573,-0.1361791771128419,0.38461538461538464,0.4,10.0,4.0,6.0,7.076923076923077
47,Howard Bison,Mid-Eastern Athletic Conference,26.0,16.0,10.0,0.6153846153846154,6.846153846153846,75.34615384615384,68.5,0.7494122452075592,-0.1340276298229438,0.3076923076923077,0.375,8.0,3.0,5.0,6.846153846153846
2628,TCU Horned Frogs,Big 12 Conference,25.0,16.0,9.0,0.64,6.8,78.88,72.08,0.7382200364549797,-0.09822003645497968,0.4,0.5,10.0,5.0,5.0,6.8
2729,William & Mary Tribe,Coastal Athletic Association,26.0,16.0,10.0,0.6153846153846154,6.769230769230769,83.65384615384616,76.88461538461539,0.7251969280565008,-0.1098123126718854,0.23076923076923078,0.3333333333333333,6.0,2.0,4.0,6.769230769230769
2368,Marist Red Foxes,Metro Atlantic Athletic Conference,26.0,16.0,10.0,0.6153846153846154,6.576923076923077,70.03846153846153,63.46153846153846,0.7565801779460991,-0.1411955625614837,0.23076923076923078,0.3333333333333333,6.0,2.0,4.0,6.576923076923077
2253,Grand Canyon Lopes,Mountain West Conference,25.0,16.0,9.0,0.64,6.52,75.28,68.76,0.739199408057004,-0.099199408057004,0.08,0.5,2.0,1.0,1.0,6.52
277,West Virginia Mountaineers,Big 12 Conference,25.0,16.0,9.0,0.64,6.36,70.12,63.76,0.7490295616253996,-0.10902956162539956,0.2,0.6,5.0,3.0,2.0,6.36
2378,UMBC Retrievers,America East Conference,24.0,16.0,8.0,0.6666666666666666,6.291666666666667,75.16666666666667,68.875,0.7320930554091045,-0.06542638874243789,0.2916666666666667,0.5714285714285714,7.0,4.0,3.0,6.291666666666667
2815,Lindenwood Lions,Ohio Valley Conference,27.0,16.0,11.0,0.5925925925925926,6.148148148148148,79.0,72.85185185185185,0.7174259001994309,-0.1248333076068383,0.2222222222222222,0.6666666666666666,6.0,4.0,2.0,6.148148148148148
94,Northern Kentucky Norse,Horizon League,27.0,16.0,11.0,0.5925925925925926,6.111111111111111,82.92592592592592,76.81481481481481,0.7068901073662541,-0.11429751477366157,0.3333333333333333,0.4444444444444444,9.0,4.0,5.0,6.111111111111111
5,UAB Blazers,American Conference,26.0,16.0,10.0,0.6153846153846154,5.923076923076923,79.8076923076923,73.88461538461539,0.7082346545027834,-0.09285003911816803,0.38461538461538464,0.5,10.0,5.0,5.0,5.923076923076923
288,Lipscomb Bisons,ASUN Conference,27.0,16.0,11.0,0.5925925925925926,4.7407407407407405,81.11111111111111,76.37037037037037,0.666542686059656,-0.0739500934670635,0.18518518518518517,0.6,5.0,3.0,2.0,4.7407407407407405
2168,Dayton Flyers,Atlantic 10 Conference,25.0,16.0,9.0,0.64,4.44,75.84,71.4,0.6668054718447503,-0.02680547184475024,0.28,0.42857142857142855,7.0,3.0,4.0,4.44
2546,Southeast Missouri State Redhawks,Ohio Valley Conference,27.0,16.0,11.0,0.5925925925925926,4.296296296296297,75.74074074074075,71.44444444444444,0.6618511814476128,-0.06925858885502023,0.18518518518518517,0.6,5.0,3.0,2.0,4.296296296296297
302,UC Davis Aggies,Big West Conference,26.0,16.0,10.0,0.6153846153846154,3.6153846153846154,77.88461538461539,74.26923076923077,0.6333497769314826,-0.017965161546867225,0.2692307692307692,0.5714285714285714,7.0,4.0,3.0,3.6153846153846154
2142,Colgate Raiders,Patriot League,27.0,16.0,11.0,0.5925925925925926,3.5185185185185186,76.51851851851852,73.0,0.6321248805222951,-0.039532287929702536,0.4444444444444444,0.5,12.0,6.0,6.0,3.5185185185185186
